row,desk,date,firstHalf,secondHalf,day_of_week,day_of_month,month,week_of_year
1877,CLUJ_5_beta_30.3,2024-01-18,1,0,3,18,1,3
1878,CLUJ_5_beta_30.4,2024-01-18,0,0,3,18,1,3
1879,CLUJ_5_beta_31.1,2024-01-18,1,0,3,18,1,3
1880,CLUJ_5_beta_31.2,2024-01-18,1,1,3,18,1,3
1881,CLUJ_5_beta_31.3,2024-01-18,1,0,3,18,1,3
1882,CLUJ_5_beta_31.4,2024-01-18,0,1,3,18,1,3
1883,CLUJ_5_beta_32.1,2024-01-18,0,1,3,18,1,3
1884,CLUJ_5_beta_32.2,2024-01-18,1,0,3,18,1,3
1885,CLUJ_5_beta_32.3,2024-01-18,1,0,3,18,1,3
1886,CLUJ_5_beta_32.4,2024-01-18,0,1,3,18,1,3
1887,CLUJ_5_beta_33.1,2024-01-18,1,1,3,18,1,3
1888,CLUJ_5_beta_33.2,2024-01-18,1,1,3,18,1,3
1889,CLUJ_5_beta_33.3,2024-01-18,1,0,3,18,1,3
1890,CLUJ_5_beta_33.4,2024-01-18,0,0,3,18,1,3
1891,CLUJ_5_beta_1.1,2024-01-19,1,0,4,19,1,3
1892,CLUJ_5_beta_1.2,2024-01-19,1,0,4,19,1,3
1893,CLUJ_5_beta_1.3,2024-01-19,1,0,4,19,1,3
1894,CLUJ_5_beta_1.4,2024-01-19,1,0,4,19,1,3
1895,CLUJ_5_beta_2.1,2024-01-19,0,0,4,19,1,3
1896,CLUJ_5_beta_2.2,2024-01-19,1,1,4,19,1,3
1897,CLUJ_5_beta_2.3,2024-01-19,0,1,4,19,1,3
1898,CLUJ_5_beta_2.4,2024-01-19,1,0,4,19,1,3
1899,CLUJ_5_beta_3.1,2024-01-19,0,0,4,19,1,3
1900,CLUJ_5_beta_3.2,2024-01-19,1,0,4,19,1,3
1901,CLUJ_5_beta_3.3,2024-01-19,0,0,4,19,1,3
1902,CLUJ_5_beta_3.4,2024-01-19,0,1,4,19,1,3
1903,CLUJ_5_beta_4.1,2024-01-19,1,1,4,19,1,3
1904,CLUJ_5_beta_4.2,2024-01-19,0,0,4,19,1,3
1905,CLUJ_5_beta_4.3,2024-01-19,1,1,4,19,1,3
1906,CLUJ_5_beta_4.4,2024-01-19,1,1,4,19,1,3
1907,CLUJ_5_beta_5.1,2024-01-19,1,1,4,19,1,3
1908,CLUJ_5_beta_5.2,2024-01-19,1,1,4,19,1,3
1909,CLUJ_5_beta_5.3,2024-01-19,0,0,4,19,1,3
1910,CLUJ_5_beta_5.4,2024-01-19,0,1,4,19,1,3
1911,CLUJ_5_beta_6.1,2024-01-19,1,0,4,19,1,3
1912,CLUJ_5_beta_6.2,2024-01-19,0,1,4,19,1,3
1913,CLUJ_5_beta_6.3,2024-01-19,1,1,4,19,1,3
1914,CLUJ_5_beta_6.4,2024-01-19,1,0,4,19,1,3
1915,CLUJ_5_beta_7.1,2024-01-19,1,1,4,19,1,3
1916,CLUJ_5_beta_7.2,2024-01-19,1,1,4,19,1,3
1917,CLUJ_5_beta_7.3,2024-01-19,0,0,4,19,1,3
1918,CLUJ_5_beta_7.4,2024-01-19,0,0,4,19,1,3
1919,CLUJ_5_beta_8.1,2024-01-19,0,0,4,19,1,3
1920,CLUJ_5_beta_8.2,2024-01-19,1,0,4,19,1,3
1921,CLUJ_5_beta_8.3,2024-01-19,0,1,4,19,1,3
1922,CLUJ_5_beta_8.4,2024-01-19,0,0,4,19,1,3
1923,CLUJ_5_beta_9.1,2024-01-19,0,0,4,19,1,3
1924,CLUJ_5_beta_9.2,2024-01-19,1,1,4,19,1,3
1925,CLUJ_5_beta_9.3,2024-01-19,0,1,4,19,1,3
1926,CLUJ_5_beta_9.4,2024-01-19,1,0,4,19,1,3
1927,CLUJ_5_beta_10.1,2024-01-19,0,0,4,19,1,3
1928,CLUJ_5_beta_10.2,2024-01-19,1,0,4,19,1,3
1929,CLUJ_5_beta_10.3,2024-01-19,1,1,4,19,1,3
1930,CLUJ_5_beta_10.4,2024-01-19,1,1,4,19,1,3
1931,CLUJ_5_beta_11.1,2024-01-19,1,1,4,19,1,3
1932,CLUJ_5_beta_11.2,2024-01-19,1,1,4,19,1,3
1933,CLUJ_5_beta_11.3,2024-01-19,1,0,4,19,1,3
1934,CLUJ_5_beta_11.4,2024-01-19,0,1,4,19,1,3
1935,CLUJ_5_beta_12.1,2024-01-19,1,1,4,19,1,3
1936,CLUJ_5_beta_12.2,2024-01-19,1,1,4,19,1,3
1937,CLUJ_5_beta_12.3,2024-01-19,1,1,4,19,1,3
1938,CLUJ_5_beta_12.4,2024-01-19,0,0,4,19,1,3
1939,CLUJ_5_beta_13.1,2024-01-19,0,1,4,19,1,3
1940,CLUJ_5_beta_13.2,2024-01-19,1,1,4,19,1,3
1941,CLUJ_5_beta_13.3,2024-01-19,0,1,4,19,1,3
1942,CLUJ_5_beta_13.4,2024-01-19,1,0,4,19,1,3
1943,CLUJ_5_beta_14.1,2024-01-19,1,1,4,19,1,3
1944,CLUJ_5_beta_14.2,2024-01-19,0,0,4,19,1,3
1945,CLUJ_5_beta_14.3,2024-01-19,1,0,4,19,1,3
1946,CLUJ_5_beta_14.4,2024-01-19,1,0,4,19,1,3
1947,CLUJ_5_beta_15.1,2024-01-19,0,1,4,19,1,3
1948,CLUJ_5_beta_15.2,2024-01-19,1,1,4,19,1,3
1949,CLUJ_5_beta_15.3,2024-01-19,1,0,4,19,1,3
1950,CLUJ_5_beta_15.4,2024-01-19,0,1,4,19,1,3
1951,CLUJ_5_beta_16.1,2024-01-19,1,1,4,19,1,3
1952,CLUJ_5_beta_16.2,2024-01-19,0,0,4,19,1,3
1953,CLUJ_5_beta_16.3,2024-01-19,0,1,4,19,1,3
1954,CLUJ_5_beta_16.4,2024-01-19,0,1,4,19,1,3
1955,CLUJ_5_beta_17.1,2024-01-19,0,0,4,19,1,3
1956,CLUJ_5_beta_17.2,2024-01-19,1,1,4,19,1,3
1957,CLUJ_5_beta_17.3,2024-01-19,0,1,4,19,1,3
1958,CLUJ_5_beta_17.4,2024-01-19,1,0,4,19,1,3
1959,CLUJ_5_beta_18.1,2024-01-19,1,0,4,19,1,3
1960,CLUJ_5_beta_18.2,2024-01-19,1,0,4,19,1,3
1961,CLUJ_5_beta_18.3,2024-01-19,0,1,4,19,1,3
1962,CLUJ_5_beta_18.4,2024-01-19,0,0,4,19,1,3
1963,CLUJ_5_beta_18.5,2024-01-19,1,1,4,19,1,3
1964,CLUJ_5_beta_19.1,2024-01-19,0,0,4,19,1,3
1965,CLUJ_5_beta_19.2,2024-01-19,0,1,4,19,1,3
1966,CLUJ_5_beta_19.3,2024-01-19,0,1,4,19,1,3
1967,CLUJ_5_beta_19.4,2024-01-19,1,1,4,19,1,3
1968,CLUJ_5_beta_19.5,2024-01-19,1,0,4,19,1,3
1969,CLUJ_5_beta_19.6,2024-01-19,1,1,4,19,1,3
1970,CLUJ_5_beta_20.1,2024-01-19,1,1,4,19,1,3
1971,CLUJ_5_beta_20.2,2024-01-19,1,1,4,19,1,3
1972,CLUJ_5_beta_20.3,2024-01-19,1,1,4,19,1,3
1973,CLUJ_5_beta_20.4,2024-01-19,0,0,4,19,1,3
1974,CLUJ_5_beta_21.1,2024-01-19,1,0,4,19,1,3
1975,CLUJ_5_beta_21.2,2024-01-19,1,0,4,19,1,3
1976,CLUJ_5_beta_21.3,2024-01-19,1,1,4,19,1,3
1977,CLUJ_5_beta_21.4,2024-01-19,0,0,4,19,1,3
1978,CLUJ_5_beta_22.1,2024-01-19,0,0,4,19,1,3
1979,CLUJ_5_beta_22.2,2024-01-19,1,0,4,19,1,3
1980,CLUJ_5_beta_22.3,2024-01-19,1,0,4,19,1,3
1981,CLUJ_5_beta_22.4,2024-01-19,0,0,4,19,1,3
1982,CLUJ_5_beta_23.1,2024-01-19,1,0,4,19,1,3
1983,CLUJ_5_beta_23.2,2024-01-19,0,1,4,19,1,3
1984,CLUJ_5_beta_23.3,2024-01-19,0,1,4,19,1,3
1985,CLUJ_5_beta_23.4,2024-01-19,1,1,4,19,1,3
1986,CLUJ_5_beta_24.1,2024-01-19,0,0,4,19,1,3
1987,CLUJ_5_beta_24.2,2024-01-19,1,1,4,19,1,3
1988,CLUJ_5_beta_24.3,2024-01-19,1,1,4,19,1,3
1989,CLUJ_5_beta_24.4,2024-01-19,1,0,4,19,1,3
1990,CLUJ_5_beta_25.1,2024-01-19,1,0,4,19,1,3
1991,CLUJ_5_beta_25.2,2024-01-19,1,1,4,19,1,3
1992,CLUJ_5_beta_25.3,2024-01-19,0,1,4,19,1,3
1993,CLUJ_5_beta_25.4,2024-01-19,1,1,4,19,1,3
1994,CLUJ_5_beta_26.1,2024-01-19,1,1,4,19,1,3
1995,CLUJ_5_beta_26.2,2024-01-19,0,0,4,19,1,3
1996,CLUJ_5_beta_26.3,2024-01-19,0,1,4,19,1,3
1997,CLUJ_5_beta_26.4,2024-01-19,0,1,4,19,1,3
1998,CLUJ_5_beta_27.1,2024-01-19,0,1,4,19,1,3
1999,CLUJ_5_beta_27.2,2024-01-19,0,0,4,19,1,3
2000,CLUJ_5_beta_27.3,2024-01-19,1,1,4,19,1,3
2001,CLUJ_5_beta_27.4,2024-01-19,1,1,4,19,1,3
2002,CLUJ_5_beta_28.1,2024-01-19,1,0,4,19,1,3
2003,CLUJ_5_beta_28.2,2024-01-19,0,0,4,19,1,3
2004,CLUJ_5_beta_28.3,2024-01-19,0,1,4,19,1,3
2005,CLUJ_5_beta_28.4,2024-01-19,0,1,4,19,1,3
2006,CLUJ_5_beta_29.1,2024-01-19,1,0,4,19,1,3
2007,CLUJ_5_beta_29.2,2024-01-19,0,1,4,19,1,3
2008,CLUJ_5_beta_29.3,2024-01-19,1,1,4,19,1,3
2009,CLUJ_5_beta_29.4,2024-01-19,1,1,4,19,1,3
2010,CLUJ_5_beta_30.1,2024-01-19,0,0,4,19,1,3
2011,CLUJ_5_beta_30.2,2024-01-19,1,1,4,19,1,3
2012,CLUJ_5_beta_30.3,2024-01-19,1,1,4,19,1,3
2013,CLUJ_5_beta_30.4,2024-01-19,1,0,4,19,1,3
2014,CLUJ_5_beta_31.1,2024-01-19,0,1,4,19,1,3
2015,CLUJ_5_beta_31.2,2024-01-19,0,1,4,19,1,3
2016,CLUJ_5_beta_31.3,2024-01-19,1,1,4,19,1,3
2017,CLUJ_5_beta_31.4,2024-01-19,1,1,4,19,1,3
2018,CLUJ_5_beta_32.1,2024-01-19,1,0,4,19,1,3
2019,CLUJ_5_beta_32.2,2024-01-19,0,1,4,19,1,3
2020,CLUJ_5_beta_32.3,2024-01-19,0,1,4,19,1,3
2021,CLUJ_5_beta_32.4,2024-01-19,0,1,4,19,1,3
2022,CLUJ_5_beta_33.1,2024-01-19,0,0,4,19,1,3
2023,CLUJ_5_beta_33.2,2024-01-19,0,1,4,19,1,3
2024,CLUJ_5_beta_33.3,2024-01-19,1,1,4,19,1,3
2025,CLUJ_5_beta_33.4,2024-01-19,0,0,4,19,1,3
2026,CLUJ_5_beta_1.1,2024-01-22,0,1,0,22,1,4
2027,CLUJ_5_beta_1.2,2024-01-22,1,0,0,22,1,4
2028,CLUJ_5_beta_1.3,2024-01-22,1,0,0,22,1,4
2029,CLUJ_5_beta_1.4,2024-01-22,1,0,0,22,1,4
2030,CLUJ_5_beta_2.1,2024-01-22,1,1,0,22,1,4
2031,CLUJ_5_beta_2.2,2024-01-22,1,1,0,22,1,4
2032,CLUJ_5_beta_2.3,2024-01-22,1,1,0,22,1,4
2033,CLUJ_5_beta_2.4,2024-01-22,0,0,0,22,1,4
2034,CLUJ_5_beta_3.1,2024-01-22,0,1,0,22,1,4
2035,CLUJ_5_beta_3.2,2024-01-22,0,1,0,22,1,4
2036,CLUJ_5_beta_3.3,2024-01-22,1,1,0,22,1,4
2037,CLUJ_5_beta_3.4,2024-01-22,1,0,0,22,1,4
2038,CLUJ_5_beta_4.1,2024-01-22,1,1,0,22,1,4
2039,CLUJ_5_beta_4.2,2024-01-22,0,1,0,22,1,4
2040,CLUJ_5_beta_4.3,2024-01-22,0,0,0,22,1,4
2041,CLUJ_5_beta_4.4,2024-01-22,0,0,0,22,1,4
2042,CLUJ_5_beta_5.1,2024-01-22,1,1,0,22,1,4
2043,CLUJ_5_beta_5.2,2024-01-22,1,0,0,22,1,4
2044,CLUJ_5_beta_5.3,2024-01-22,0,0,0,22,1,4
2045,CLUJ_5_beta_5.4,2024-01-22,1,0,0,22,1,4
2046,CLUJ_5_beta_6.1,2024-01-22,0,1,0,22,1,4
2047,CLUJ_5_beta_6.2,2024-01-22,1,1,0,22,1,4
2048,CLUJ_5_beta_6.3,2024-01-22,0,1,0,22,1,4
2049,CLUJ_5_beta_6.4,2024-01-22,0,1,0,22,1,4
2050,CLUJ_5_beta_7.1,2024-01-22,0,1,0,22,1,4
2051,CLUJ_5_beta_7.2,2024-01-22,0,0,0,22,1,4
2052,CLUJ_5_beta_7.3,2024-01-22,0,0,0,22,1,4
2053,CLUJ_5_beta_7.4,2024-01-22,1,1,0,22,1,4
2054,CLUJ_5_beta_8.1,2024-01-22,0,1,0,22,1,4
2055,CLUJ_5_beta_8.2,2024-01-22,0,1,0,22,1,4
2056,CLUJ_5_beta_8.3,2024-01-22,1,0,0,22,1,4
2057,CLUJ_5_beta_8.4,2024-01-22,0,1,0,22,1,4
2058,CLUJ_5_beta_9.1,2024-01-22,1,1,0,22,1,4
2059,CLUJ_5_beta_9.2,2024-01-22,1,1,0,22,1,4
2060,CLUJ_5_beta_9.3,2024-01-22,0,0,0,22,1,4
2061,CLUJ_5_beta_9.4,2024-01-22,1,0,0,22,1,4
2062,CLUJ_5_beta_10.1,2024-01-22,1,0,0,22,1,4
2063,CLUJ_5_beta_10.2,2024-01-22,0,0,0,22,1,4
2064,CLUJ_5_beta_10.3,2024-01-22,0,0,0,22,1,4
2065,CLUJ_5_beta_10.4,2024-01-22,1,1,0,22,1,4
2066,CLUJ_5_beta_11.1,2024-01-22,0,0,0,22,1,4
2067,CLUJ_5_beta_11.2,2024-01-22,1,0,0,22,1,4
2068,CLUJ_5_beta_11.3,2024-01-22,0,0,0,22,1,4
2069,CLUJ_5_beta_11.4,2024-01-22,1,1,0,22,1,4
2070,CLUJ_5_beta_12.1,2024-01-22,1,0,0,22,1,4
2071,CLUJ_5_beta_12.2,2024-01-22,0,0,0,22,1,4
2072,CLUJ_5_beta_12.3,2024-01-22,1,0,0,22,1,4
2073,CLUJ_5_beta_12.4,2024-01-22,0,1,0,22,1,4
2074,CLUJ_5_beta_13.1,2024-01-22,0,0,0,22,1,4
2075,CLUJ_5_beta_13.2,2024-01-22,1,0,0,22,1,4
2076,CLUJ_5_beta_13.3,2024-01-22,1,0,0,22,1,4
2077,CLUJ_5_beta_13.4,2024-01-22,1,1,0,22,1,4
2078,CLUJ_5_beta_14.1,2024-01-22,0,1,0,22,1,4
2079,CLUJ_5_beta_14.2,2024-01-22,1,1,0,22,1,4
2080,CLUJ_5_beta_14.3,2024-01-22,0,1,0,22,1,4
2081,CLUJ_5_beta_14.4,2024-01-22,1,1,0,22,1,4
2082,CLUJ_5_beta_15.1,2024-01-22,1,0,0,22,1,4
2083,CLUJ_5_beta_15.2,2024-01-22,0,1,0,22,1,4
2084,CLUJ_5_beta_15.3,2024-01-22,1,0,0,22,1,4
2085,CLUJ_5_beta_15.4,2024-01-22,0,0,0,22,1,4
2086,CLUJ_5_beta_16.1,2024-01-22,0,1,0,22,1,4
2087,CLUJ_5_beta_16.2,2024-01-22,1,1,0,22,1,4
2088,CLUJ_5_beta_16.3,2024-01-22,0,0,0,22,1,4
2089,CLUJ_5_beta_16.4,2024-01-22,0,1,0,22,1,4
2090,CLUJ_5_beta_17.1,2024-01-22,1,1,0,22,1,4
2091,CLUJ_5_beta_17.2,2024-01-22,1,1,0,22,1,4
2092,CLUJ_5_beta_17.3,2024-01-22,1,1,0,22,1,4
2093,CLUJ_5_beta_17.4,2024-01-22,0,0,0,22,1,4
2094,CLUJ_5_beta_18.1,2024-01-22,0,0,0,22,1,4
2095,CLUJ_5_beta_18.2,2024-01-22,1,0,0,22,1,4
2096,CLUJ_5_beta_18.3,2024-01-22,1,1,0,22,1,4
2097,CLUJ_5_beta_18.4,2024-01-22,1,1,0,22,1,4
2098,CLUJ_5_beta_18.5,2024-01-22,1,1,0,22,1,4
2099,CLUJ_5_beta_19.1,2024-01-22,1,1,0,22,1,4
2100,CLUJ_5_beta_19.2,2024-01-22,0,1,0,22,1,4
2101,CLUJ_5_beta_19.3,2024-01-22,0,0,0,22,1,4
2102,CLUJ_5_beta_19.4,2024-01-22,0,1,0,22,1,4
2103,CLUJ_5_beta_19.5,2024-01-22,0,0,0,22,1,4
2104,CLUJ_5_beta_19.6,2024-01-22,1,1,0,22,1,4
2105,CLUJ_5_beta_20.1,2024-01-22,1,1,0,22,1,4
2106,CLUJ_5_beta_20.2,2024-01-22,1,0,0,22,1,4
2107,CLUJ_5_beta_20.3,2024-01-22,1,1,0,22,1,4
2108,CLUJ_5_beta_20.4,2024-01-22,0,1,0,22,1,4
2109,CLUJ_5_beta_21.1,2024-01-22,1,0,0,22,1,4
2110,CLUJ_5_beta_21.2,2024-01-22,1,1,0,22,1,4
2111,CLUJ_5_beta_21.3,2024-01-22,1,0,0,22,1,4
2112,CLUJ_5_beta_21.4,2024-01-22,0,1,0,22,1,4
2113,CLUJ_5_beta_22.1,2024-01-22,1,1,0,22,1,4
2114,CLUJ_5_beta_22.2,2024-01-22,0,1,0,22,1,4
2115,CLUJ_5_beta_22.3,2024-01-22,0,0,0,22,1,4
2116,CLUJ_5_beta_22.4,2024-01-22,1,1,0,22,1,4
2117,CLUJ_5_beta_23.1,2024-01-22,0,1,0,22,1,4
2118,CLUJ_5_beta_23.2,2024-01-22,0,1,0,22,1,4
2119,CLUJ_5_beta_23.3,2024-01-22,1,1,0,22,1,4
2120,CLUJ_5_beta_23.4,2024-01-22,1,0,0,22,1,4
2121,CLUJ_5_beta_24.1,2024-01-22,1,0,0,22,1,4
2122,CLUJ_5_beta_24.2,2024-01-22,1,0,0,22,1,4
2123,CLUJ_5_beta_24.3,2024-01-22,1,1,0,22,1,4
2124,CLUJ_5_beta_24.4,2024-01-22,0,1,0,22,1,4
2125,CLUJ_5_beta_25.1,2024-01-22,1,0,0,22,1,4
2126,CLUJ_5_beta_25.2,2024-01-22,1,0,0,22,1,4
2127,CLUJ_5_beta_25.3,2024-01-22,0,0,0,22,1,4
2128,CLUJ_5_beta_25.4,2024-01-22,1,1,0,22,1,4
2129,CLUJ_5_beta_26.1,2024-01-22,1,0,0,22,1,4
2130,CLUJ_5_beta_26.2,2024-01-22,0,1,0,22,1,4
2131,CLUJ_5_beta_26.3,2024-01-22,0,0,0,22,1,4
2132,CLUJ_5_beta_26.4,2024-01-22,1,0,0,22,1,4
2133,CLUJ_5_beta_27.1,2024-01-22,1,1,0,22,1,4
2134,CLUJ_5_beta_27.2,2024-01-22,1,1,0,22,1,4
2135,CLUJ_5_beta_27.3,2024-01-22,0,0,0,22,1,4
2136,CLUJ_5_beta_27.4,2024-01-22,1,1,0,22,1,4
2137,CLUJ_5_beta_28.1,2024-01-22,1,0,0,22,1,4
2138,CLUJ_5_beta_28.2,2024-01-22,1,0,0,22,1,4
2139,CLUJ_5_beta_28.3,2024-01-22,0,0,0,22,1,4
2140,CLUJ_5_beta_28.4,2024-01-22,0,1,0,22,1,4
2141,CLUJ_5_beta_29.1,2024-01-22,1,1,0,22,1,4
2142,CLUJ_5_beta_29.2,2024-01-22,1,1,0,22,1,4
2143,CLUJ_5_beta_29.3,2024-01-22,1,1,0,22,1,4
2144,CLUJ_5_beta_29.4,2024-01-22,1,1,0,22,1,4
2145,CLUJ_5_beta_30.1,2024-01-22,1,1,0,22,1,4
2146,CLUJ_5_beta_30.2,2024-01-22,0,0,0,22,1,4
2147,CLUJ_5_beta_30.3,2024-01-22,0,1,0,22,1,4
2148,CLUJ_5_beta_30.4,2024-01-22,1,1,0,22,1,4
2149,CLUJ_5_beta_31.1,2024-01-22,0,0,0,22,1,4
2150,CLUJ_5_beta_31.2,2024-01-22,1,1,0,22,1,4
2151,CLUJ_5_beta_31.3,2024-01-22,0,1,0,22,1,4
2152,CLUJ_5_beta_31.4,2024-01-22,1,0,0,22,1,4
2153,CLUJ_5_beta_32.1,2024-01-22,1,0,0,22,1,4
2154,CLUJ_5_beta_32.2,2024-01-22,1,1,0,22,1,4
2155,CLUJ_5_beta_32.3,2024-01-22,1,0,0,22,1,4
2156,CLUJ_5_beta_32.4,2024-01-22,0,0,0,22,1,4
2157,CLUJ_5_beta_33.1,2024-01-22,0,1,0,22,1,4
2158,CLUJ_5_beta_33.2,2024-01-22,0,0,0,22,1,4
2159,CLUJ_5_beta_33.3,2024-01-22,1,0,0,22,1,4
2160,CLUJ_5_beta_33.4,2024-01-22,1,1,0,22,1,4
2161,CLUJ_5_beta_1.1,2024-01-23,1,0,1,23,1,4
2162,CLUJ_5_beta_1.2,2024-01-23,0,1,1,23,1,4
2163,CLUJ_5_beta_1.3,2024-01-23,1,1,1,23,1,4
2164,CLUJ_5_beta_1.4,2024-01-23,1,1,1,23,1,4
2165,CLUJ_5_beta_2.1,2024-01-23,1,1,1,23,1,4
2166,CLUJ_5_beta_2.2,2024-01-23,0,1,1,23,1,4
2167,CLUJ_5_beta_2.3,2024-01-23,1,1,1,23,1,4
2168,CLUJ_5_beta_2.4,2024-01-23,1,1,1,23,1,4
2169,CLUJ_5_beta_3.1,2024-01-23,1,1,1,23,1,4
2170,CLUJ_5_beta_3.2,2024-01-23,0,0,1,23,1,4
2171,CLUJ_5_beta_3.3,2024-01-23,1,1,1,23,1,4
2172,CLUJ_5_beta_3.4,2024-01-23,0,1,1,23,1,4
2173,CLUJ_5_beta_4.1,2024-01-23,1,1,1,23,1,4
2174,CLUJ_5_beta_4.2,2024-01-23,1,0,1,23,1,4
2175,CLUJ_5_beta_4.3,2024-01-23,0,0,1,23,1,4
2176,CLUJ_5_beta_4.4,2024-01-23,0,0,1,23,1,4
2177,CLUJ_5_beta_5.1,2024-01-23,0,0,1,23,1,4
2178,CLUJ_5_beta_5.2,2024-01-23,1,1,1,23,1,4
2179,CLUJ_5_beta_5.3,2024-01-23,0,0,1,23,1,4
2180,CLUJ_5_beta_5.4,2024-01-23,0,1,1,23,1,4
2181,CLUJ_5_beta_6.1,2024-01-23,0,1,1,23,1,4
2182,CLUJ_5_beta_6.2,2024-01-23,0,1,1,23,1,4
2183,CLUJ_5_beta_6.3,2024-01-23,1,1,1,23,1,4
2184,CLUJ_5_beta_6.4,2024-01-23,0,0,1,23,1,4
2185,CLUJ_5_beta_7.1,2024-01-23,0,1,1,23,1,4
2186,CLUJ_5_beta_7.2,2024-01-23,1,1,1,23,1,4
2187,CLUJ_5_beta_7.3,2024-01-23,1,1,1,23,1,4
2188,CLUJ_5_beta_7.4,2024-01-23,1,1,1,23,1,4
2189,CLUJ_5_beta_8.1,2024-01-23,1,1,1,23,1,4
2190,CLUJ_5_beta_8.2,2024-01-23,0,0,1,23,1,4
2191,CLUJ_5_beta_8.3,2024-01-23,1,1,1,23,1,4
2192,CLUJ_5_beta_8.4,2024-01-23,1,0,1,23,1,4
2193,CLUJ_5_beta_9.1,2024-01-23,1,1,1,23,1,4
2194,CLUJ_5_beta_9.2,2024-01-23,0,0,1,23,1,4
2195,CLUJ_5_beta_9.3,2024-01-23,1,0,1,23,1,4
2196,CLUJ_5_beta_9.4,2024-01-23,0,1,1,23,1,4
2197,CLUJ_5_beta_10.1,2024-01-23,0,1,1,23,1,4
2198,CLUJ_5_beta_10.2,2024-01-23,1,0,1,23,1,4
2199,CLUJ_5_beta_10.3,2024-01-23,1,0,1,23,1,4
2200,CLUJ_5_beta_10.4,2024-01-23,1,0,1,23,1,4
2201,CLUJ_5_beta_11.1,2024-01-23,0,1,1,23,1,4
2202,CLUJ_5_beta_11.2,2024-01-23,0,0,1,23,1,4
2203,CLUJ_5_beta_11.3,2024-01-23,0,1,1,23,1,4
2204,CLUJ_5_beta_11.4,2024-01-23,0,1,1,23,1,4
2205,CLUJ_5_beta_12.1,2024-01-23,0,0,1,23,1,4
2206,CLUJ_5_beta_12.2,2024-01-23,1,0,1,23,1,4
2207,CLUJ_5_beta_12.3,2024-01-23,1,1,1,23,1,4
2208,CLUJ_5_beta_12.4,2024-01-23,1,0,1,23,1,4
2209,CLUJ_5_beta_13.1,2024-01-23,0,1,1,23,1,4
2210,CLUJ_5_beta_13.2,2024-01-23,1,0,1,23,1,4
2211,CLUJ_5_beta_13.3,2024-01-23,1,1,1,23,1,4
2212,CLUJ_5_beta_13.4,2024-01-23,0,1,1,23,1,4
2213,CLUJ_5_beta_14.1,2024-01-23,1,0,1,23,1,4
2214,CLUJ_5_beta_14.2,2024-01-23,1,1,1,23,1,4
2215,CLUJ_5_beta_14.3,2024-01-23,0,1,1,23,1,4
2216,CLUJ_5_beta_14.4,2024-01-23,0,0,1,23,1,4
2217,CLUJ_5_beta_15.1,2024-01-23,0,0,1,23,1,4
2218,CLUJ_5_beta_15.2,2024-01-23,1,1,1,23,1,4
2219,CLUJ_5_beta_15.3,2024-01-23,0,1,1,23,1,4
2220,CLUJ_5_beta_15.4,2024-01-23,1,1,1,23,1,4
2221,CLUJ_5_beta_16.1,2024-01-23,1,0,1,23,1,4
2222,CLUJ_5_beta_16.2,2024-01-23,1,1,1,23,1,4
2223,CLUJ_5_beta_16.3,2024-01-23,0,0,1,23,1,4
2224,CLUJ_5_beta_16.4,2024-01-23,1,0,1,23,1,4
2225,CLUJ_5_beta_17.1,2024-01-23,0,1,1,23,1,4
2226,CLUJ_5_beta_17.2,2024-01-23,0,1,1,23,1,4
2227,CLUJ_5_beta_17.3,2024-01-23,0,1,1,23,1,4
2228,CLUJ_5_beta_17.4,2024-01-23,1,0,1,23,1,4
2229,CLUJ_5_beta_18.1,2024-01-23,0,1,1,23,1,4
2230,CLUJ_5_beta_18.2,2024-01-23,0,0,1,23,1,4
2231,CLUJ_5_beta_18.3,2024-01-23,0,0,1,23,1,4
2232,CLUJ_5_beta_18.4,2024-01-23,0,0,1,23,1,4
2233,CLUJ_5_beta_18.5,2024-01-23,0,0,1,23,1,4
2234,CLUJ_5_beta_19.1,2024-01-23,1,0,1,23,1,4
2235,CLUJ_5_beta_19.2,2024-01-23,1,0,1,23,1,4
2236,CLUJ_5_beta_19.3,2024-01-23,0,0,1,23,1,4
2237,CLUJ_5_beta_19.4,2024-01-23,1,1,1,23,1,4
2238,CLUJ_5_beta_19.5,2024-01-23,1,0,1,23,1,4
2239,CLUJ_5_beta_19.6,2024-01-23,1,0,1,23,1,4
2240,CLUJ_5_beta_20.1,2024-01-23,1,0,1,23,1,4
2241,CLUJ_5_beta_20.2,2024-01-23,0,0,1,23,1,4
2242,CLUJ_5_beta_20.3,2024-01-23,0,1,1,23,1,4
2243,CLUJ_5_beta_20.4,2024-01-23,1,1,1,23,1,4
2244,CLUJ_5_beta_21.1,2024-01-23,0,1,1,23,1,4
2245,CLUJ_5_beta_21.2,2024-01-23,0,1,1,23,1,4
2246,CLUJ_5_beta_21.3,2024-01-23,1,0,1,23,1,4
2247,CLUJ_5_beta_21.4,2024-01-23,1,0,1,23,1,4
2248,CLUJ_5_beta_22.1,2024-01-23,0,0,1,23,1,4
2249,CLUJ_5_beta_22.2,2024-01-23,0,0,1,23,1,4
2250,CLUJ_5_beta_22.3,2024-01-23,1,0,1,23,1,4
2251,CLUJ_5_beta_22.4,2024-01-23,1,0,1,23,1,4
2252,CLUJ_5_beta_23.1,2024-01-23,0,1,1,23,1,4
2253,CLUJ_5_beta_23.2,2024-01-23,1,0,1,23,1,4
